0  1.1888630229999999e+00 3.0835715100000005e-01 
1  1.1527816034000001e+01 4.3317297400000001e+00 
2  1.3711753181200001e+02 8.1245498654000002e+01 
3  3.6523722366649999e+03 3.2125286750759997e+03 
