0  2.2849230490000001e+00 6.1905800400000000e-01 
1  2.1792108950999999e+01 8.6744658080000008e+00 
2  2.6120951035799999e+02 1.6036824498700000e+02 
3  6.9634326257700004e+03 6.1395362047720000e+03 
