 9.9999999999999992e-02  1.8274041453523793e-02  7.8425709570000004e+00 3.6668475990000005e+00 
 4.9999999999999996e-02  3.5921693708484970e-03  1.4561943826000000e+01 6.6261000320000001e+00 
 2.4999999999999998e-02  9.7500161928647244e-04  2.6102767788000001e+01 1.1902478683999998e+01 
 1.2499999999999999e-02  1.1479230772770688e-04  5.1805891643999999e+01 2.3521521555000000e+01 
 6.2499999999999995e-03  2.1602115345853434e-05  1.0010698456500000e+02 4.5325914911000005e+01 
 3.1249999999999997e-03  5.1503165368720072e-06  1.7966954687000000e+02 8.2147200458999990e+01 
 1.5624999999999999e-03  1.2892034937615759e-06  3.4367056098400002e+02 1.5646333347200004e+02 
 7.8124999999999993e-04  3.3600203139250162e-07  6.1074091556600001e+02 2.8241099747999999e+02 
 3.9062499999999997e-04  8.8368882295020157e-08  1.2205849937610001e+03 5.6320986719399968e+02 
 1.9531249999999998e-04  2.4081287242072591e-08  2.4460523392790001e+03 1.1275320153279995e+03 
