 9.9999999999999992e-02  5.0871734478501365e-02  8.5979384999999997e+00 3.9816163180000004e+00 
 4.9999999999999996e-02  3.1646955374678230e-02  1.4322329842000000e+01 6.5680655310000002e+00 
 2.4999999999999998e-02  1.7819863464394965e-02  2.6672418936000000e+01 1.2207762083000000e+01 
 1.2499999999999999e-02  9.4856747920675638e-03  5.1079709653000002e+01 2.3277557544999997e+01 
 6.2499999999999995e-03  4.8973860041301269e-03  9.9157237710999993e+01 4.5305874263000007e+01 
 3.1249999999999997e-03  2.4886762146920892e-03  1.7952403996499999e+02 8.2799758992000008e+01 
 1.5624999999999999e-03  1.2544998040280968e-03  3.4554657024500000e+02 1.5918642010799996e+02 
 7.8124999999999993e-04  6.2980952421827149e-04  6.4508810913299999e+02 2.9949969347999985e+02 
 3.9062499999999997e-04  3.1554737724987306e-04  1.2065605753679999e+03 5.6431827727499979e+02 
 1.9531249999999998e-04  1.5793562856805318e-04  2.4201099432910000e+03 1.1297206171720002e+03 
