 9.9999999999999992e-02  5.0871734478501365e-02  9.5199259400000003e+00 4.4627736899999997e+00 
 4.9999999999999996e-02  3.1646955374678230e-02  1.5709121321000000e+01 7.3970953289999999e+00 
 2.4999999999999998e-02  1.7819863464394965e-02  2.7321803684999999e+01 1.2620247342999999e+01 
 1.2499999999999999e-02  9.4856747920675638e-03  5.2651436810000000e+01 2.4383022743000001e+01 
 6.2499999999999995e-03  4.8973860041301269e-03  1.0049539987700000e+02 4.6295958557999995e+01 
 3.1249999999999997e-03  2.4886762146920892e-03  1.8410214035499999e+02 8.5825620818999980e+01 
 1.5624999999999999e-03  1.2544998040280968e-03  3.6284834784100002e+02 1.7034516808400005e+02 
 7.8124999999999993e-04  6.2980952421827149e-04  6.5629188412799999e+02 3.0689747033499992e+02 
 3.9062499999999997e-04  3.1554737724987306e-04  1.2270461569120000e+03 5.7840368710700011e+02 
 1.9531249999999998e-04  1.5793562856805318e-04  2.4851299618120001e+03 1.1714617769930001e+03 
