 9.9999999999999992e-02  5.5442538421931406e-02  3.0415532817999999e+01 2.7358725591999999e+01 
 4.9999999999999996e-02  3.2899670015811622e-02  5.0736685555000001e+01 4.5767815458000001e+01 
 2.4999999999999998e-02  1.8157789679095239e-02  9.5436287317999998e+01 8.6078546492000001e+01 
 1.2499999999999999e-02  9.5765237214470514e-03  1.7412868706699999e+02 1.5713754057999998e+02 
 6.2499999999999995e-03  4.9214749958063457e-03  3.1355784128400001e+02 2.8289406028899992e+02 
 3.1249999999999997e-03  2.4949159210392903e-03  6.3038690469400001e+02 5.6919452371500006e+02 
 1.5624999999999999e-03  1.2560816248146853e-03  1.2364427230819999e+03 1.1156208203649999e+03 
 7.8124999999999993e-04  6.3020493611918096e-04  2.4325570266630002e+03 2.1980062429849995e+03 
 3.9062499999999997e-04  3.1564561190969634e-04  4.0794450323199999e+03 3.6883139734379984e+03 
 1.9531249999999998e-04  1.5795987042496740e-04  7.0512748487469999e+03 6.3321896314639962e+03 
