 9.9999999999999992e-02  1.0961559620140643e-02  1.9924438999999999e-02 8.5629449999999989e-03 
 4.9999999999999996e-02  6.0072089658686489e-03  2.0021193000000000e-02 4.2891709999999996e-03 
 2.4999999999999998e-02  1.3735430171977758e-03  3.2833607000000001e-02 7.0684870000000000e-03 
 1.2499999999999999e-02  3.4852233832016744e-04  6.0375106999999997e-02 1.2829667000000001e-02 
 6.2499999999999995e-03  7.7864848231024020e-05  9.5511784000000002e-02 2.0773895000000001e-02 
 3.1249999999999997e-03  7.6422656542229905e-06  1.8196932599999999e-01 3.8552946999999997e-02 
 1.5624999999999999e-03  2.1597936949724339e-06  3.6100993100000001e-01 7.6817308999999986e-02 
 7.8124999999999993e-04  6.3494207500069955e-07  7.1632747100000005e-01 1.5213462599999997e-01 
 3.9062499999999997e-04  1.7979810099100213e-07  1.4286592380000001e+00 3.0780769999999985e-01 
 1.9531249999999998e-04  4.8922858375544109e-08  3.1569771879999999e+00 6.8207455399999994e-01 
 9.7656249999999992e-05  1.2931294313123232e-08  5.6060534579999999e+00 1.2227228699999981e+00 
 4.8828124999999996e-05  3.3447680736209406e-09  9.8272032960000004e+00 2.1830605959999954e+00 
 2.4414062499999998e-05  8.6801410503767329e-10  1.7017589671000000e+01 3.7939670219999959e+00 
 1.2207031249999999e-05  2.2172708113998851e-10  3.3482213758000000e+01 7.5143385090000070e+00 
 6.1035156249999995e-06  5.6114335400536675e-11  6.6740706137000004e+01 1.5019728283999942e+01 
 3.0517578124999997e-06  1.4171275264374117e-11  1.3648058735399999e+02 3.0314339385999997e+01 
 1.5258789062499999e-06  3.6235459077715859e-12  2.6960790945899998e+02 6.0479095953999554e+01 
 7.6293945312499994e-07  9.7649666130905644e-13  5.6116681815799996e+02 1.2532495973900011e+02 
