 9.9999999999999992e-02  4.5921011216746110e-01  7.1819980000000002e-03 2.3384610000000000e-03 
 4.9999999999999996e-02  1.0000000000000000e+16  2.2635766000000002e-02 1.7115749999999999e-03 
 2.4999999999999998e-02  1.0000000000000000e+16  2.0466198000000001e-02 1.2622370000000000e-03 
 1.2499999999999999e-02  1.0000000000000000e+16  1.7628972999999999e-02 1.2084629999999999e-03 
 6.2499999999999995e-03  1.0000000000000000e+16  2.0344096999999998e-02 2.2362090000000003e-03 
 3.1249999999999997e-03  1.0000000000000000e+16  1.9609008000000001e-02 1.6943910000000000e-03 
 1.5624999999999999e-03  1.0000000000000000e+16  2.1130135000000001e-02 2.2544740000000002e-03 
 7.8124999999999993e-04  1.0000000000000000e+16  2.4101902000000001e-02 2.9857110000000003e-03 
 3.9062499999999997e-04  1.0000000000000000e+16  3.1409847999999997e-02 4.7880740000000007e-03 
 1.9531249999999998e-04  1.0000000000000000e+16  3.0049730600000002e-01 6.8165132000000003e-02 
 9.7656249999999992e-05  6.7342017783685731e-05  2.5939887910000001e+00 6.3925010999999965e-01 
 4.8828124999999996e-05  3.3662125145994537e-05  5.1653077830000003e+00 1.2643178700000006e+00 
 2.4414062499999998e-05  1.6828842635825680e-05  1.0483043764000000e+01 2.5751452159999957e+00 
 1.2207031249999999e-05  8.4138664912490613e-06  2.0835696552999998e+01 5.1351683049999952e+00 
 6.1035156249999995e-06  4.2067945852167221e-06  4.1928803737000003e+01 1.0313631571999947e+01 
 3.0517578124999997e-06  2.1033626567829034e-06  8.6896542756000002e+01 2.1345069114999930e+01 
 1.5258789062499999e-06  1.0516727055112640e-06  1.6608694305800000e+02 4.0721992620000300e+01 
 7.6293945312499994e-07  5.2583422182478357e-07  3.2787169248999999e+02 8.0687214919000780e+01 
