 9.9999999999999992e-02  1.0181350231912495e-02  7.2020119999999998e-03 2.1585540000000000e-03 
 4.9999999999999996e-02  5.9687215659049997e-03  1.0728713000000001e-02 3.2893189999999997e-03 
 2.4999999999999998e-02  1.4045328619579633e-03  2.0318032999999999e-02 6.4350750000000002e-03 
 1.2499999999999999e-02  3.3583542557896751e-04  3.9274966000000001e-02 1.2817519000000001e-02 
 6.2499999999999995e-03  7.4438279622113246e-05  7.0926553000000003e-02 2.3866462999999997e-02 
 3.1249999999999997e-03  6.3039654681906754e-06  1.3157004300000000e-01 4.7165722000000007e-02 
 1.5624999999999999e-03  1.4223160036408444e-06  2.4868151599999999e-01 8.3370416999999988e-02 
 7.8124999999999993e-04  3.5557624900039997e-07  4.9141047900000001e-01 1.6267233000000003e-01 
 3.9062499999999997e-04  8.8893771954534628e-08  1.0088168060000000e+00 3.6435056999999993e-01 
 1.9531249999999998e-04  2.2223402007526261e-08  1.9861850630000000e+00 7.0991257300000066e-01 
 9.7656249999999992e-05  5.5558319611570539e-09  3.7952603749999998e+00 1.3732233390000015e+00 
 4.8828124999999996e-05  1.3897019091047014e-09  6.0637078249999998e+00 2.2356088760000019e+00 
 2.4414062499999998e-05  3.4729941145172916e-10  1.2015353578999999e+01 4.4292328830000054e+00 
 1.2207031249999999e-05  8.6783968900050468e-11  2.4075546485000000e+01 8.7840064989999913e+00 
 6.1035156249999995e-06  2.1662505123032361e-11  4.8444608223000003e+01 1.7703200306999943e+01 
 3.0517578124999997e-06  5.4088955536713001e-12  9.5939413332000001e+01 3.4796012332000132e+01 
 1.5258789062499999e-06  1.3308243396181751e-12  1.9308006104200001e+02 7.0159538994000371e+01 
 7.6293945312499994e-07  2.9881652707786088e-13  3.8779265746599998e+02 1.4275296168499949e+02 
