 9.9999999999999992e-02  2.1771067222466134e-02  1.0088329300000000e-01 2.8303947999999999e-02 
 4.9999999999999996e-02  4.6988800027019106e-03  1.5647500100000000e-01 4.3287983000000002e-02 
 2.4999999999999998e-02  1.4550652612885795e-03  2.9798079999999999e-01 8.1227265999999992e-02 
 1.2499999999999999e-02  2.9302729289742979e-04  6.0250269400000001e-01 1.6366108499999998e-01 
 6.2499999999999995e-03  9.2324221971196163e-05  1.1436670790000001e+00 3.1079311500000006e-01 
 3.1249999999999997e-03  1.2647196925785753e-05  1.9190577529999999e+00 5.2069685200000004e-01 
 1.5624999999999999e-03  2.4086962800429212e-06  4.5716346500000000e+00 1.2228878179999998e+00 
 7.8124999999999993e-04  6.6319099609191134e-07  7.0078295500000003e+00 1.9142491040000000e+00 
 3.9062499999999997e-04  1.7998961490683918e-07  1.4387355353000000e+01 3.9247308030000001e+00 
 1.9531249999999998e-04  4.7806228808955353e-08  2.5641615086000002e+01 7.1272300689999986e+00 
 9.7656249999999992e-05  1.2478960781381332e-08  5.0642634743000002e+01 1.4073602273000009e+01 
 4.8828124999999996e-05  3.2342822864350751e-09  8.5320865237000007e+01 2.4301160416999991e+01 
 2.4414062499999998e-05  8.2804790801915829e-10  1.7787844896700000e+02 5.0594710000999925e+01 
 1.2207031249999999e-05  2.1137475103572001e-10  3.5525752545699999e+02 1.0070265473599977e+02 
 6.1035156249999995e-06  5.5016713407241014e-11  6.7457928595400006e+02 1.9245810807399957e+02 
