 9.9999999999999992e-02  4.6097927353137585e-01  2.5102927000000001e-02 8.1400190000000001e-03 
 4.9999999999999996e-02  1.0000000000000000e+16  1.6131073900000001e-01 6.7904000000000003e-03 
 2.4999999999999998e-02  1.0000000000000000e+16  1.4948368200000001e-01 6.1702839999999998e-03 
 1.2499999999999999e-02  1.0000000000000000e+16  1.4804936599999999e-01 6.0427679999999996e-03 
 6.2499999999999995e-03  1.0000000000000000e+16  1.4793208799999999e-01 6.0100039999999993e-03 
 3.1249999999999997e-03  1.0000000000000000e+16  1.6137752999999999e-01 9.6686970000000004e-03 
 1.5624999999999999e-03  1.0000000000000000e+16  1.6122667299999999e-01 9.5885169999999995e-03 
 7.8124999999999993e-04  1.0000000000000000e+16  1.7671875700000000e-01 1.4173694999999998e-02 
 3.9062499999999997e-04  1.0000000000000000e+16  1.9255971899999999e-01 1.7890145000000000e-02 
 1.9531249999999998e-04  1.0000000000000000e+16  2.2428739200000000e-01 2.6048146999999997e-02 
 9.7656249999999992e-05  1.0000000000000000e+16  2.9292985799999999e-01 4.4286634000000005e-02 
 4.8828124999999996e-05  1.0000000000000000e+16  8.8234336499999999e-01 2.0163716099999998e-01 
 2.4414062499999998e-05  1.4443186331116603e-05  6.0145547698000001e+01 1.5784871463000037e+01 
 1.2207031249999999e-05  7.2211072763804507e-06  1.2108181101400000e+02 3.1902096634999996e+01 
 6.1035156249999995e-06  3.6104325917447888e-06  2.3768455755500000e+02 6.2710301727999934e+01 
