 9.9999999999999992e-02  2.1185096503196110e-02  7.2234961000000000e-02 3.4736003000000001e-02 
 4.9999999999999996e-02  4.6815755737052434e-03  1.2979523100000001e-01 6.4642489999999997e-02 
 2.4999999999999998e-02  1.4437055248221475e-03  2.4971024400000000e-01 1.2476245900000001e-01 
 1.2499999999999999e-02  2.8436622594169014e-04  4.7629061000000000e-01 2.3550460900000000e-01 
 6.2499999999999995e-03  8.9743894642890787e-05  7.9979392400000004e-01 3.6855111800000001e-01 
 3.1249999999999997e-03  1.1958135394174452e-05  1.3217565700000000e+00 5.6811307499999997e-01 
 1.5624999999999999e-03  8.3921298543732092e-07  2.5991403620000000e+00 1.0988317400000003e+00 
 7.8124999999999993e-04  2.0729401728480923e-07  5.1325496309999998e+00 2.1112393980000008e+00 
 3.9062499999999997e-04  5.1820796542756398e-08  1.0175621692000000e+01 4.2691005140000033e+00 
 1.9531249999999998e-04  1.2952810435340467e-08  2.1703930934999999e+01 9.1713335239999925e+00 
 9.7656249999999992e-05  3.2358508095242655e-09  4.2630282119999997e+01 1.8159038114000026e+01 
 4.8828124999999996e-05  8.0718864925444223e-10  6.1630497763000001e+01 2.5867086624999956e+01 
 2.4414062499999998e-05  1.9934920381103893e-10  1.2122200630800000e+02 5.0606408024000004e+01 
 1.2207031249999999e-05  4.7471693243039681e-11  2.5663667410800002e+02 1.0763897406799954e+02 
 6.1035156249999995e-06  9.4795282734594366e-12  4.9197318416600001e+02 2.0364859209700157e+02 
